,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2020-09-04,9,2020-09-04,20.0,31.0,68.0,1014.3785714285714,260.07142857142856,4.264285714285714,53.214285714285715,164.21428571428572,188.0
2020-09-04,9,2020-09-04,20.0,31.0,68.0,1014.3785714285714,260.07142857142856,4.264285714285714,53.214285714285715,164.21428571428572,188.0
2020-09-04,9,2020-09-04,20.0,31.0,68.0,1014.3785714285714,260.07142857142856,4.264285714285714,53.214285714285715,164.21428571428572,188.0
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-05,9,2020-09-05,16.142857142857142,19.271428571428572,66.92857142857143,1013.1357142857142,295.64285714285717,4.178571428571429,209.14285714285714,171.35714285714286,269.85714285714283
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
2020-09-06,9,2020-09-06,16.564285714285713,18.685714285714287,57.214285714285715,1013.5357142857143,272.2142857142857,2.7785714285714285,299.57142857142856,138.14285714285714,278.2857142857143
